id_str,created_at,text
1055402356076998656,2018-10-25 10:15:04,@MichaelStrefel2 @pybites @TalkPython Stoked to hear it Michael! Fingers crossed my accent isn't hindering the lear… https://t.co/DJBTupOyXS
1055001362868723712,2018-10-24 07:41:40,@Blockchain is in demand! https://t.co/WoVVmSplEO via @Hustle_Says
1054080275691360257,2018-10-21 18:41:36,RT @realpython: 🐍Python Development Tools 📰— On this page you will find articles that will help you get started on the road to mastering th…
1053941577565954048,2018-10-21 09:30:28,"@thelynchpinau @jmwatt3 Haha! Sorry Pete!Pro tip. To get the most out of it, I'm listening to it on #Audible but a… https://t.co/5eT3wUebKo"
1053919409708781570,2018-10-21 08:02:22,@jmwatt3 Love this idea. Similar to what's taught in the 7 habits of highly effective people! Been doing a lot of this lately :P
1053809016676077568,2018-10-21 00:43:43,@jmwatt3 @PythonMorsels @pycon @PyOhio @pybites @ThePSF @TalkPython 2x PyBites! Awwww yeah! I need a Morsels sticke… https://t.co/co5VlI6o6G
1053798860957483009,2018-10-21 00:03:21,@jcastle13 @pybites Woohoo! We can rock the shirts together at #PyCon2019 mate. Hint Hint!
1053582467741835264,2018-10-20 09:43:29,RT @ThePSF: Python Software Foundation Fellow Members for Q3 2018 https://t.co/7VlXNM5ezG
1053581473389830144,2018-10-20 09:39:32,"RT @pybites: ""Pretty amazing that Pybites Blog Challenges had over 300 distinct github interactions in such a short time!""Check out @clam…"
1053384023878160384,2018-10-19 20:34:56,@pythonbytes @brianokken @mkennedy @anthonypjshaw @brettsky @dbader_org @nnja Congrats Mike and Brian! Awesome effort guys!🍻
1053195095908864007,2018-10-19 08:04:12,@connorjcantrell @CoreyMSchafer @pybites An absolute pleasure mate! I'm just glad someone else out there appreciate… https://t.co/wQjL3p6BFm
1053035713187340288,2018-10-18 21:30:53,"RT @ewa_jodlowska: This is where we are with the Python Developers Survey: 7,455 responses from 139 countries! Let's keep the responses com…"
1052829922710904832,2018-10-18 07:53:08,"RT @pycon: PyCon wants to ensure that all members of the community have a chance to attend.Interested in attending, but unable to afford…"
1051329184717402112,2018-10-14 04:29:45,RT @pybites: Cool! Visually trace the execution of your #Python programs with #LivePython - https://t.co/2jWj5Gp5qS
1051240256731721728,2018-10-13 22:36:22,@mkennedy It's awesome! I love that I barely have to think to talk to you guys anymore haha
1051019409605582848,2018-10-13 07:58:48,@TalkPython @pybites @brianokken Woohoo! I love [lists]!
1051019164368826373,2018-10-13 07:57:50,"RT @kennethreitz: I'm very happy to announce the release of my heavy first iteration of my new web framework, ""Responder"":https://t.co/q7…"
1050878591724969984,2018-10-12 22:39:15,@cod3ghoul @pybites Thanks Rene! Makes it all worthwhile mate!
1050878477518266369,2018-10-12 22:38:48,RT @cod3ghoul: The greatest approach to advance your coding skills is by coding daily. I've been teaching myself to code for a few years no…
1050467143748222976,2018-10-11 19:24:18,@anthonypjshaw @dbader_org @brianokken @nnja @brettsky @mkennedy Super exciting!I also love that you guys have ex… https://t.co/kXpcJ4SJO6
1049493669877768192,2018-10-09 02:56:04,@jmwatt3 @pythonbytes @brianokken @bbelderbos @pybites So awesome Jason!!! AND on an episode where Weird Al is ment… https://t.co/ScFt292N6d
1049007662589865985,2018-10-07 18:44:51,"RT @pybites: PyBites is looking for contributors to add more #Python blog code challenges, here is how:Submitting a PR to PyBites Challeng…"
1048877709688954880,2018-10-07 10:08:27,"RT @pybites: Check out our PyBites Twitter Digest - Issue 31, 2018 https://t.co/kSuJNvv9AJ - lot of good #python reads!"
1048789443954405376,2018-10-07 04:17:43,RT @pybites: Tip: Use #python-dotenv within your #virtualenv to declare persistent environment variables. https://t.co/NmBBxkd9qt#PyBites…
1048773424074567680,2018-10-07 03:14:04,RT @pybites: One of our PyBites community members has written a great post on #C walking you through how to structure and write a C functio…
1048753083742748672,2018-10-07 01:53:14,@AutomationPanda @treyhunner @jmwatt3 Looking good fellas!!
1048372750786674688,2018-10-06 00:41:56,Woohoo! The nicer #firestick straight from the US. Time for some HD #jackryan on the TV! #Amazon #amazonprimevideo… https://t.co/DsypNnBd6N
1048116762816831488,2018-10-05 07:44:43,Meant to be working on our #Spotify challenge but got distracted by this List Comprehension Bite on CodeChallenges!… https://t.co/UPgBHXoc2X
1048068452882104320,2018-10-05 04:32:45,Makes it all worthwhile! https://t.co/Bnx5UpsKG5
1047978412462112768,2018-10-04 22:34:58,@Vees_Dad @pybites @Meli012 @bbelderbos Hopefully not the same one I had this year haha! It was shocking!We're all… https://t.co/YbMWVsT20p
1047978065165344768,2018-10-04 22:33:35,RT @jmwatt3: Think you need to be an savant at Python to go to @pycon to get a lot of the experience? - think again! https://t.co/NuVBYrYM7…
1047977921317494785,2018-10-04 22:33:01,RT @importpython: Launched a flask newsletter. Once a month ... https://t.co/iLI4XSRHsL #flask #python
1047838692901969920,2018-10-04 13:19:46,@jmwatt3 @pycon @pybites @bbelderbos Chuffed to have this on the blog Jase! It's a great read!Looking forward to a… https://t.co/mXtMd8tHYW
1047760642873020416,2018-10-04 08:09:38,@AutomationPanda WOOO! Totally going to harass you about this offline!
1047689946541129728,2018-10-04 03:28:43,@jmwatt3 @ryancarson Awesome man! What are you finding is your sweet spot for bed time the night before? I need to… https://t.co/KjY4ZKsAu8
1047486986758455297,2018-10-03 14:02:13,@jmwatt3 @anthonypjshaw @TalkPython @mkennedy He has the pom accent for it!
1047365552409169921,2018-10-03 05:59:41,@anthonypjshaw @TalkPython @mkennedy Were you afraid they'd LAUGH at you? Ho ho ho! Mike you should consider throw… https://t.co/rQDBfglMU5
1047353846287089664,2018-10-03 05:13:10,@anthonypjshaw @TalkPython @mkennedy Ooo this should be good! Tell me you recorded this while building the treehouse @anthonypjshaw!
1047285496462757888,2018-10-03 00:41:34,@anthonypjshaw Looks brilliant mate! Are you going to let the kids have at it with paint?
1047285105440354304,2018-10-03 00:40:01,RT @AutomationPanda: I am a Software Engineer in Test (SET). What does that mean? https://t.co/iaN5cJJwYt
1047265732113793025,2018-10-02 23:23:02,"RT @nnja: 🐍 Teachers of Python for beginners, what software do you use to teach your students?If you pick other, please reply with your c…"
